,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
359,Virú,91,PE,1612987678,65,-8.4167,-78.75,299.15,4.63
360,Mossamedes,100,AO,1612987680,73,-15.1961,12.1522,296.4,2.84
361,Hefei,100,CN,1612987681,87,31.8639,117.2808,282.04,2.0
362,Malé,20,MV,1612987662,74,4.1748,73.5089,301.15,5.66
363,Ostrovnoy,52,RU,1612987683,93,68.0531,39.5131,259.49,8.18
364,Ilulissat,1,GL,1612987684,38,69.2167,-51.1,264.15,8.23
365,Pangnirtung,1,CA,1612987531,66,66.1451,-65.7125,260.15,1.33
366,Cascavel,17,BR,1612987686,80,-24.9558,-53.4553,296.05,2.08
367,Codrington,30,AU,1612987687,68,-38.2667,141.9667,290.75,2.87
368,Russell,75,US,1612987688,73,32.3502,-85.1999,293.15,2.27
369,Bay Roberts,75,CA,1612987690,80,47.5999,-53.2648,270.37,7.72
370,Sulangan,98,PH,1612987691,79,11.1373,123.7228,300.18,2.4
371,Songjianghe,0,CN,1612987692,95,42.1859,127.479,264.21,2.7
372,Seoul,75,KR,1612987094,93,37.5683,126.9778,273.15,1.03
373,Uyemskiy,90,RU,1612987694,84,64.4743,40.8524,253.15,1.0
374,Arrondissement de Libourne,90,FR,1612987695,81,44.9167,-0.25,283.15,1.03
375,Belaya Gora,21,RU,1612987697,89,68.5333,146.4167,245.41,0.7
376,Naryan-Mar,100,RU,1612987698,90,67.6713,53.087,250.19,2.03
377,Banda Aceh,8,ID,1612987699,79,5.5577,95.3222,299.2,2.29
378,Mbala,100,ZM,1612987700,95,-8.8402,31.3659,289.98,0.63
379,Severnyy,90,RU,1612987701,100,50.677,36.5532,271.15,2.0
380,Gamba,100,GA,1612987702,88,-2.65,10.0,299.44,1.89
381,Galesong,20,ID,1612987703,94,-5.3166,119.3661,297.15,0.51
382,Asău,90,RO,1612987704,69,46.4333,26.4,275.93,0.56
383,Mount Isa,0,AU,1612987564,78,-20.7333,139.5,299.15,2.57
384,Manavālakurichi,20,IN,1612987707,69,8.1333,77.3,298.15,3.74
385,Serra Talhada,60,BR,1612987708,26,-7.9919,-38.2983,307.23,5.25
386,Paphos,40,CY,1612987709,82,34.7667,32.4167,285.15,3.09
387,Mampong,55,GH,1612987710,42,7.0627,-1.4001,302.46,2.59
388,Mayumba,36,GA,1612987711,87,-3.432,10.6554,298.85,0.84
389,Talnakh,76,RU,1612987712,81,69.4865,88.3972,247.92,1.58
390,Pathein,0,MM,1612987713,83,16.7833,94.7333,291.68,2.75
391,Cabinda,100,AO,1612987714,86,-5.55,12.2,300.05,2.11
392,Soyo,100,AO,1612987715,83,-6.1349,12.3689,300.42,2.0
393,Mocsa,90,HU,1612987717,100,47.67,18.185,275.93,4.63
394,Aykhal,75,RU,1612987718,85,66.0,111.5,242.64,2.46
395,Honiara,98,SB,1612987719,81,-9.4333,159.95,299.25,0.77
396,Port Hedland,40,AU,1612987703,89,-20.3167,118.5667,300.15,2.57
397,Lithgow,1,AU,1612987721,91,-33.4833,150.15,288.71,0.89
398,Esperance,90,AU,1612987722,77,-33.8667,121.9,287.15,3.09
399,Pehowa,0,IN,1612987690,47,29.9833,76.5833,286.19,1.8
400,Kavieng,34,PG,1612987725,77,-2.5744,150.7967,301.03,4.31
401,Ābdānān,100,IR,1612987726,37,32.9926,47.4198,287.15,1.14
402,Kavaratti,58,IN,1612987727,63,10.5669,72.642,300.51,3.24
403,Lapi,32,PH,1612987728,88,17.716,121.8978,295.1,1.27
404,Coruripe,15,BR,1612987729,75,-10.1256,-36.1756,300.36,6.6
405,Charagua,90,BO,1612987730,94,-19.8,-63.2167,292.15,2.69
406,Ponta Delgada,20,PT,1612987731,94,37.7333,-25.6667,288.71,7.72
407,Waingapu,100,ID,1612987531,80,-9.6567,120.2641,298.64,2.43
408,Demyansk,100,RU,1612987734,93,57.643,32.466,258.74,2.51
409,Carupano,21,VE,1612987735,75,10.6678,-63.2585,299.17,5.85
410,Baharly,0,TM,1612987736,50,38.4362,57.4316,284.24,1.88
411,Cascais,56,PT,1612987596,95,38.6979,-9.4215,288.15,4.37
412,Gal'bshtadt,1,RU,1612987738,86,53.2264,78.9845,239.77,2.79
413,Chingirlau,100,KZ,1612987739,97,51.095,54.0814,266.28,4.44
414,Longhua,86,CN,1612987740,90,23.6137,114.1919,286.49,1.2
415,Beringovskiy,24,RU,1612987742,87,63.05,179.3167,243.6,5.67
416,Buraidah,0,SA,1612987743,77,26.326,43.975,288.15,2.93
417,Toora-Khem,95,RU,1612987744,92,52.4675,96.11,258.69,2.42
418,Wanning,36,CN,1612987745,87,18.8003,110.3967,288.88,4.03
419,Lompoc,1,US,1612987746,67,34.6391,-120.4579,290.37,8.23
420,Labuhan,100,ID,1612987747,88,-6.8844,112.2051,298.16,2.23
421,Christchurch,0,NZ,1612987748,34,-43.5333,172.6333,291.48,4.12
422,Luganville,0,VU,1612987749,77,-15.5333,167.1667,298.79,1.03
423,Lingao,24,CN,1612987751,85,19.9103,109.6859,290.11,3.02
424,Bonavista,97,CA,1612987499,80,48.6499,-53.1147,270.93,3.6
425,Kloulklubed,75,PW,1612987753,83,7.0419,134.2556,300.15,3.09
426,Koslan,0,RU,1612987754,88,63.4564,48.8989,246.78,1.32
427,Gogrial,96,SS,1612987755,17,8.5332,28.1004,298.97,2.47
428,Ilhabela,99,BR,1612987756,77,-23.7781,-45.3581,298.16,2.67
429,Moses Lake,1,US,1612987757,37,47.1301,-119.2781,274.15,4.12
430,Tumut,0,AU,1612987759,82,-35.3,148.2167,291.15,3.09
431,Viljoenskroon,45,ZA,1612987760,65,-27.2084,26.9485,294.24,1.68
432,Bud,100,US,1612987761,86,39.447,-86.1758,267.59,4.41
433,Sept-Îles,20,CA,1612987741,41,50.2001,-66.3821,263.71,8.75
434,Klichka,99,RU,1612987763,95,50.4457,117.996,255.92,1.35
435,Aljezur,87,PT,1612987764,100,37.3191,-8.8033,288.15,1.79
436,São Gabriel da Cachoeira,40,BR,1612987765,58,-0.1303,-67.0892,305.15,3.09
437,Zhezkazgan,100,KZ,1612987766,90,47.8043,67.7144,255.3,3.73
438,Amga,100,RU,1612987767,88,60.8953,131.9608,248.78,0.07
439,Lafiagi,0,NG,1612987769,20,8.8667,5.4167,304.5,1.26
440,Gori,100,GE,1612987770,51,41.9842,44.1158,282.64,1.7
441,Boone,90,US,1612987771,85,39.0334,-92.3335,262.59,6.69
442,Anloga,20,GH,1612987772,84,5.7947,0.8973,302.15,4.63
443,Nuevo Progreso,26,MX,1612987773,60,23.1667,-97.95,301.48,2.24
444,Houma,40,US,1612987478,78,29.5958,-90.7195,299.82,3.09
445,Fernie,100,CA,1612987775,54,49.5,-115.0687,252.15,5.14
446,Vostok,76,RU,1612987776,92,46.4856,135.8833,253.0,2.04
447,Punakha,54,BT,1612987778,54,27.5837,89.8598,283.94,0.26
448,Monteagudo,90,BO,1612987779,94,-19.8167,-63.9833,292.15,0.97
449,Ha Tinh,18,VN,1612987780,86,18.3333,105.9,288.42,0.93
450,Marzuq,82,YE,1612987515,36,14.4,46.4667,287.37,1.07
451,Grand-Santi,98,GF,1612987782,71,4.25,-54.3833,300.6,1.73
452,Kostomuksha,0,RU,1612987783,92,64.571,30.5767,253.74,2.09
453,Arrondissement de Thiers,90,FR,1612987784,93,45.8333,3.5,273.15,4.63
454,Gibara,20,CU,1612987785,35,21.1097,-76.1317,305.15,8.75
455,Mae Sot,3,TH,1612987786,55,16.7167,98.5667,290.19,0.68
456,Magdagachi,100,RU,1612987788,93,53.45,125.8,254.85,2.84
457,Florianópolis,40,BR,1612987789,69,-27.6146,-48.5012,299.15,5.14
458,Khovd,39,MN,1612987790,56,48.0056,91.6419,261.88,4.69
459,Haines Junction,0,CA,1612987791,56,60.7522,-137.5108,238.15,0.83
460,Pangody,100,RU,1612987792,86,65.85,74.4859,242.26,6.13
461,Geneva,75,CH,1612987555,65,46.2022,6.1457,278.15,1.54
462,Koumac,41,NC,1612987794,76,-20.5667,164.2833,298.16,3.8
463,Tak Bai,20,TH,1612987795,94,6.2595,102.0546,297.15,1.03
464,Mamakan,55,RU,1612987797,87,57.8161,114.0028,257.08,1.38
465,Rancho Palos Verdes,75,US,1612987798,77,33.7445,-118.387,289.26,4.63
466,Gigmoto,18,PH,1612987518,84,13.7796,124.39,298.59,3.64
467,Whyalla,0,AU,1612987800,48,-33.0333,137.5833,292.15,2.57
468,Lisala,99,CD,1612987548,36,2.15,21.5167,297.72,0.43
469,Semey,100,KZ,1612987529,86,50.4111,80.2275,248.06,1.42
470,Zharkovskiy,100,RU,1612987803,93,55.849,32.2697,255.85,2.26
471,Barra de Tecoanapa,0,MX,1612987804,57,16.5167,-98.75,301.89,5.21
472,Yichang,0,CN,1612987806,79,30.7144,111.2847,279.82,0.8
473,Ferkessédougou,0,CI,1612987807,14,9.6,-5.2,301.21,1.06
474,Amazar,100,RU,1612987808,92,53.858,120.875,258.72,0.97
475,Payson,75,US,1612987680,53,40.0444,-111.7321,281.48,1.54
476,Lensk,100,RU,1612987810,93,60.7253,114.9278,259.05,2.19
477,Litovko,1,RU,1612987811,90,49.2361,135.1742,253.95,1.3
478,Muroto-misakicho,22,JP,1612987812,52,33.2833,134.15,283.31,3.82
479,Ubari,0,LY,1612987813,24,26.5921,12.7805,292.6,4.74
480,Makhalino,100,RU,1612987815,94,53.0854,46.2211,257.52,4.43
481,Timizart,0,DZ,1612987816,89,36.8,4.2667,284.47,4.06
482,Blagoyevo,1,RU,1612987817,88,63.3667,47.9167,246.25,1.03
483,Fortuna,1,US,1612987818,71,40.5982,-124.1573,287.04,2.57
484,Dali,0,CN,1612987819,74,25.7,100.1833,279.2,1.88
485,Scottsbluff,90,US,1612987820,72,41.8666,-103.6672,261.48,6.69
486,Melo,85,UY,1612987821,70,-32.3667,-54.1833,298.59,4.85
487,Astoria,1,US,1612987823,57,46.1879,-123.8313,280.37,2.06
488,Yulara,40,AU,1612987824,58,-25.2406,130.9889,303.15,4.63
489,Port-Cartier,20,CA,1612987825,41,50.0334,-66.8654,263.71,8.75
490,Panacan,8,PH,1612987826,82,9.2463,118.4082,298.4,1.45
491,Assiut,0,EG,1612987681,48,27.181,31.1837,292.15,3.6
492,Honāvar,0,IN,1612987828,60,14.2833,74.45,294.36,2.05
493,Dingle,68,PH,1612987829,88,10.9995,122.6711,296.96,0.75
494,Northam,28,GB,1612987831,71,51.0333,-4.2167,273.15,1.34
495,Nouadhibou,0,MR,1612987832,73,20.931,-17.0347,293.15,7.2
496,Abu Samrah,0,SY,1612987833,79,35.3029,37.1841,284.5,2.95
497,Havelock,90,US,1612987834,76,34.8791,-76.9013,285.93,6.69
498,Nicoya,20,CR,1612987836,43,10.1483,-85.452,305.15,8.23
499,Tocopilla,99,CL,1612987837,56,-22.092,-70.1979,295.82,1.7
500,Puerto Madryn,3,AR,1612987828,28,-42.7692,-65.0385,301.27,12.04
501,Algeciras,75,ES,1612987839,77,36.1333,-5.4505,290.15,7.72
502,Eydhafushi,45,MV,1612987840,66,5.1033,73.0708,300.27,1.92
503,Cefalù,100,IT,1612987842,67,38.0386,14.0229,288.15,3.58
504,Beldānga,43,IN,1612987562,45,23.9333,88.25,289.74,0.65
505,Turbat,100,PK,1612987844,25,26.0023,63.044,291.7,2.72
506,Penzance,75,GB,1612987846,65,50.1186,-5.5371,276.15,8.23
507,Hibbing,1,US,1612987848,54,47.4272,-92.9377,253.15,4.63
508,Bad Wildungen,31,DE,1612987849,80,51.1196,9.1248,268.15,2.57
509,Arang,0,IN,1612987850,32,21.2,81.9667,289.36,2.15
510,Cabedelo,75,BR,1612987852,70,-6.9811,-34.8339,302.15,6.17
511,Pokhara,0,NP,1612987242,45,28.2333,83.9833,285.95,2.05
512,Ulaangom,0,MN,1612987854,67,49.9811,92.0667,256.99,2.24
513,Fuengirola,20,ES,1612987856,77,36.54,-4.6247,290.15,2.06
514,Jagtiāl,0,IN,1612987857,29,18.8,78.9333,290.72,1.59
515,Teberda,94,RU,1612987858,78,43.4456,41.7448,275.35,4.58
516,Mayor Pablo Lagerenza,100,PY,1612987860,80,-19.9309,-60.7718,294.54,3.72
517,Chenzhou,100,CN,1612987861,91,25.8,113.0333,283.02,1.13
518,Hailar,96,CN,1612987863,93,49.2,119.7,261.97,3.27
519,Barcelona,20,ES,1612987607,51,41.3888,2.159,287.15,8.75
520,Katsuura,20,JP,1612987865,71,35.1333,140.3,281.15,4.12
521,Launceston,0,AU,1612987867,93,-41.45,147.1667,282.59,2.06
522,Nemuro,87,JP,1612987868,89,43.3236,145.575,267.91,5.45
523,Uvira,100,CD,1612987869,67,-3.4067,29.1458,297.44,0.74
524,Nyimba,99,ZM,1612987871,94,-14.5566,30.8149,294.31,1.8
525,Fairbanks,90,US,1612987872,71,64.8378,-147.7164,253.15,1.54
526,Karratha,1,AU,1612987873,47,-20.7377,116.8463,302.79,4.93
527,Wajir,99,KE,1612987875,28,1.7471,40.0573,303.88,4.99
528,Kingseat,40,GB,1612987876,93,56.0974,-3.4084,271.48,0.51
529,Caravelas,49,BR,1612987877,68,-17.7125,-39.2481,299.95,3.38
530,Mildura,0,AU,1612987879,41,-34.2,142.15,298.15,4.63
531,Kalmunai,64,LK,1612987880,76,7.4167,81.8167,295.24,2.81
532,Hulan Ergi,100,CN,1612987759,94,47.2042,123.6333,264.89,4.82
533,Takhtamygda,100,RU,1612987882,93,54.1,123.5667,257.51,1.2
534,Vondrozo,100,MG,1612987883,100,-22.8167,47.2833,292.37,1.1
535,Lagunas,100,PE,1612987885,71,-5.2269,-75.6753,303.22,2.01
536,Cockburn Town,5,TC,1612987757,76,21.4612,-71.1419,298.38,6.45
537,Klaksvík,39,FO,1612987887,80,62.2266,-6.589,268.15,0.51
538,Tyukhtet,100,RU,1612987889,89,56.5389,89.3011,250.79,3.16
539,Vilyuysk,0,RU,1612987890,87,63.7553,121.6247,243.19,2.31
540,Okhotsk,100,RU,1612987891,91,59.3833,143.3,268.2,10.99
541,La Palma,90,US,1612987892,55,33.8464,-118.0467,289.26,4.12
542,Kuznechnoye,100,RU,1612987893,96,61.12,29.8686,257.59,2.04
543,Khromtau,100,KZ,1612987895,96,50.2503,58.4347,259.23,4.28
544,Srednekolymsk,3,RU,1612987896,88,67.45,153.6833,248.11,0.35
545,Acaponeta,0,MX,1612987897,28,22.4964,-105.3594,303.69,3.05
546,Qaqortoq,20,GL,1612987898,27,60.7167,-46.0333,274.15,10.8
547,Tilichiki,100,RU,1612987900,90,60.4667,166.1,251.21,4.58
548,Tarauacá,98,BR,1612987901,66,-8.1614,-70.7656,303.75,1.17
549,Kourou,75,GF,1612987902,94,5.1552,-52.6478,298.15,2.57
550,Pimentel,0,PE,1612987904,48,-6.8367,-79.9342,303.15,5.14
551,Weligama,98,LK,1612987905,83,5.9667,80.4167,295.69,2.04
552,Port Augusta,0,AU,1612987906,48,-32.5,137.7667,295.93,2.57
